DEL.;COMPETICIÓN;CATEGORÍA;FASE;GRUPO;JORNADA;CLUB L.;EQ. LOCAL;PTS. L.;CLUB V.;EQ. VISITANTE;PTS. V.;FECHA;HORA;ESTADO;INFORME;CAMPO;DIRECCIÓN;POBLACIÓN;AFORO;VESTUARIOS;IDENTIFICADOR;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;18;SALESIANOS LOYOLA ARANJUEZ;LOYOLA ARANJUEZ;41;VALLEKAS BASKET CDE;VALLEKAS BASKET;44;15/03/2026;20:00;Terminado;NO;SAN FERNANDO, C.P.;SANTIAGO RUSIÑOL, 7;Aranjuez;0;NO;343172;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;19;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;36;BALONCESTO NAVALCARNERO;CB NAVALCARNERO B;71;21/03/2026;09:15;Terminado;SÍ;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;320024;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;19;MORALZARZAL BULLS CDE;MORALZARZAL BULLS;39;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;71;21/03/2026;17:00;Terminado;NO;CIUDAD DEPORTIVA NAVAFRIA;CAÑADA, 50;Moralzarzal;1500;SÍ;319335;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 1;22;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;45;TORREJON DE LA CALZADA EMB;EMB TORREJON DE LA CALZADA A;48;22/03/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;314420;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 2ª DIVISION;GRUPO 4;22;OLIMPICO ALCOBENDAS C.D.E.;OLIMPICO ALCOBENDAS BLANCO;66;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;70;22/03/2026;13:15;Terminado;NO;AMAYA VALDEMORO, PABELLON;CRTA. ALCOBENDAS-BARAJAS, Km. 1,200;Alcobendas;0;NO;313559;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;20;BOADILLA DEL MONTE A.D.C.;ADC BOADILLA "C";58;VALLEKAS BASKET CDE;VALLEKAS BASKET;63;22/03/2026;15:30;Terminado;NO;REY FELIPE VI, PABELLON;MIGUEL ANGEL CANTERO OLIVA, 4;Boadilla del Monte;0;NO;325655;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;19;OBISPO PERELLO A. D.;OBISPO PERELLÓ;33;VALLEKAS BASKET CDE;VALLEKAS BASKET;23;22/03/2026;18:50;Terminado;NO;SANTO ANGEL DE LA GUARDA, PABELLON COLEGIO;EDUARDO TERAN, 8;Madrid;0;NO;344528;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;20;VALLEKAS BASKET CDE;VALLEKAS BASKET;43;BASKET HOYO DE MANZANARES;BASKET HOYO DE MANZANARES VERDE;42;28/03/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;344538;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;21;ZONA PRESS;CLUB BALONCESTO ZONA PRESS;77;VALLEKAS BASKET CDE;VALLEKAS BASKET;74;28/03/2026;20:00;Terminado;NO;EDUARDO LOPEZ MATEO, PABELLON;PLAZA ABOGADOS DE ATOCHA, 1;San Sebastián de Los Reyes;0;NO;325661;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;20;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;50;BALONCESTO DAGANZO C. D. E.;BALONCESTO DAGANZO 11 ISUZU REVEIN;21;11/04/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;319345;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;CLASIFICACION Y DESCENSO 4ª DIVISION;PUESTOS 21 AL 24;1;PARQUE EUROPA PINTO C.D.E.;MIRASUR SCHOOL;41;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;34;11/04/2026;13:00;Terminado;NO;MIRASUR, PABELLON COLEGIO;PABLO GARGALLO, 1;Pinto;0;NO;362869;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;20;VALLEKAS BASKET CDE;VALLEKAS BASKET;58;LA PAZ C.D.;LA PAZ C.D.;56;11/04/2026;16:00;Terminado;SÍ;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;343183;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;CLASIFICACION Y DESCENSO 2ª DIVISION;PUESTOS 37 AL 40;1;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;56;CLUB DEPORTIVO BÁSICO BIS;BRAINS ARTURO SORIA;62;12/04/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;362628;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;21;BALONCESTO RIVAS SURESTE CDE;BALONCESTO RIVAS SURESTE C;79;VALLEKAS BASKET CDE;VALLEKAS BASKET;51;12/04/2026;13:00;Terminado;NO;CERRO DEL TELEGRAFO, PABELLON;AVDA. DE LOS ALMENDROS, S/N;Rivas-Vaciamadrid;0;NO;343194;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;20;HUMANITAS C.D.E.;HUMANITAS C.D.E. VERDE;97;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;46;12/04/2026;13:00;Terminado;NO;HUMANITAS, PABELLON COLEGIO;AVDA. SALVADOR DALI, 3;Torrejón de Ardoz;0;NO;320030;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;22;VALLEKAS BASKET CDE;VALLEKAS BASKET;46;SAN AGUSTIN LOS NEGRALES;SAN AGUSTIN LOS NEGRALES "A";53;12/04/2026;17:00;Terminado;NO;WILFRED AGBONAVBARE, PABELLON;C/ REGUERA DE TOMATEROS, 39;Madrid;0;NO;325667;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;21;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;92;BALONCESTO RIVAS SURESTE CDE;BALONCESTO RIVAS SURESTE C;57;18/04/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;319346;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;21;BASKET FUTURO C.D.E.;VALDEFUENTES BASKET FUTURO A;98;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;52;18/04/2026;12:30;Terminado;NO;VALDEFUENTES, PABELLON COLEGIO;ANA DE AUSTRIA, 6;Madrid;0;NO;320036;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;19;VALLEKAS BASKET CDE;VALLEKAS BASKET;33;OLIMPICO ALCOBENDAS C.D.E.;OLIMPICO ALCOBENDAS;60;18/04/2026;16:00;Terminado;NO;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;343182;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;CLASIFICACION Y DESCENSO 2ª DIVISION;PUESTOS 37 AL 40;2;ESTUDIANTES;COLEGIO ESTUDIANTES LAS TABLAS "A";46;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;76;18/04/2026;20:15;Terminado;SÍ;ESTUDIANTES LAS TABLAS, COLEGIO;FROMISTA, 1;Madrid;0;NO;362630;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;CLASIFICACION Y DESCENSO 4ª DIVISION;PUESTOS 21 AL 24;2;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;46;PIZARRO MADRID C.B.;C.B. PIZARRO BLANCO CAMPUS ÁVILA;54;19/04/2026;09:15;Terminado;SÍ;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;362870;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;22;VALLEKAS BASKET CDE;VALLEKAS BASKET;67;LOS NEGRALES 22 C.D.E.;BUDAH LOS NEGRALES´22;62;19/04/2026;16:00;Terminado;NO;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;343196;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;22;ARAVACA BASKET C.D.E.;ARAVACA BASKET C.D.E.;41;VALLEKAS BASKET CDE;VALLEKAS BASKET;50;19/04/2026;20:15;Terminado;SÍ;COLEGIO BERNADETTE, PABELLON;CALLE SANTA BERNARDITA, 1;Aravaca;0;NO;344550;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;22;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;69;BASKET ARANJUEZ;BASKET ARANJUEZ AMARILLO;66;25/04/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;320042;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;CLASIFICACION Y DESCENSO 2ª DIVISION;PUESTOS 37 AL 40;3;CLUB DEPORTIVO BÁSICO BIS;BRAINS ARTURO SORIA;39;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;69;25/04/2026;13:00;Terminado;NO;BRAINS LA MORALEJA, COLEGIO;LA SALVIA, 48;Alcobendas;12;SÍ;362632;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;22;ROZASBASKET C.D.I.;C.D.I. ROZASBASKET JAVI;65;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;71;25/04/2026;16:00;Terminado;NO;I.E.S. JOSE GARCIA NIETO, PABELLON;CAMILO JOSE CELA, 24;Rozas de Madrid, Las;0;NO;319357;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;CLASIFICACION Y DESCENSO 4ª DIVISION;PUESTOS 21 AL 24;3;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;68;PARQUE EUROPA PINTO C.D.E.;MIRASUR SCHOOL;70;26/04/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;362873;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;CLASIFICACION Y DESCENSO;DESCENSO D2;1;VALLEKAS BASKET CDE;VALLEKAS BASKET;67;VILLAVICIOSA DE ODON A.B.;VILLAVICIOSA DE ODON A.B.;68;26/04/2026;17:00;Terminado;NO;WILFRED AGBONAVBARE, PABELLON;C/ REGUERA DE TOMATEROS, 39;Madrid;0;NO;367654;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;ELIMINATORIAS 1/8 FINAL 3ª DIVISION;OCTAVOS DE FINAL;1;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;57;CENTRO DEPORTIVO VALLECAS;C.D.V. CADETE ROJO;65;09/05/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;369746;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;CLASIFICACION;PUESTOS 17 AL 20;1;VALLEKAS BASKET CDE;VALLEKAS BASKET;58;PENGUINS BASKETBALL C.D.E.;PENGUINS BASKETBALL CLUB;68;09/05/2026;16:00;Terminado;SÍ;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;368741;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;CLASIFICACION Y DESCENSO 4ª DIVISION;PUESTOS 21 AL 24;4;PIZARRO MADRID C.B.;C.B. PIZARRO BLANCO CAMPUS ÁVILA;69;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;29;09/05/2026;17:30;Terminado;NO;VICENTE DEL BOSQUE, CDM (PABELLON);AVDA. MONFORTE DE LEMOS, 13;Madrid;0;SÍ;362874;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;CLASIFICACION Y DESCENSO 4ª DIVISION;PUESTOS 33 AL 36;1;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;59;RECUERDO F.C.D.;RECUERDO S.A.D. C;39;09/05/2026;19:00;Terminado;NO;WILFRED AGBONAVBARE, PABELLON;C/ REGUERA DE TOMATEROS, 39;Madrid;0;NO;370745;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;CLASIFICACION Y DESCENSO 2ª DIVISION;PUESTOS 37 AL 40;4;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;53;ESTUDIANTES;COLEGIO ESTUDIANTES LAS TABLAS "A";42;10/05/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;362634;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;CLASIFICACION Y DESCENSO;DESCENSO D2;2;REVOLUTION C.D.E.;REVOLUTION;62;VALLEKAS BASKET CDE;VALLEKAS BASKET;80;10/05/2026;17:00;Terminado;NO;ALUCHE, PDVO. MPAL.;AVDA. DE LAS AGUILAS, 14;Madrid;0;NO;367656;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;CLASIFICACION;PUESTOS 33 AL 36;1;BASKET HOYO DE MANZANARES;BASKET HOYO DE MANZANARES VERDE;39;VALLEKAS BASKET CDE;VALLEKAS BASKET;52;10/05/2026;18:30;Terminado;NO;LAS ERAS, PABELLON;LAS ERAS, S/N;Hoyo de Manzanares;0;NO;368831;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;ELIMINATORIAS 1/8 FINAL 3ª DIVISION;OCTAVOS DE FINAL;2;CENTRO DEPORTIVO VALLECAS;C.D.V. CADETE ROJO;60;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;62;16/05/2026;15:30;Terminado;NO;PALOMERAS, PDVO. MPAL.;TRANVIA DE ARGANDA, S/N;Madrid;0;NO;369754;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;CLASIFICACION Y DESCENSO 4ª DIVISION;PUESTOS 33 AL 36;2;PARLA BASQUET C.D.E.;PARLA BASQUET RED;62;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;49;16/05/2026;16:00;Terminado;NO;MIGUEL DELIBES, C.P.;FELIPE II, 15 (entrada por Jaime I El Conquistador);Parla;0;NO;370747;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;CLASIFICACION Y DESCENSO;DESCENSO D2;3;VILLAVICIOSA DE ODON A.B.;VILLAVICIOSA DE ODON A.B.;77;VALLEKAS BASKET CDE;VALLEKAS BASKET;57;17/05/2026;19:00;Terminado;NO;CHEMA MARTINEZ, PABELLON;CAMINO DE SACEDON, 15;Villaviciosa de Odón;100;NO;367658;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;CLASIFICACION;PUESTOS 17 AL 20;2;ROZASBASKET C.D.I.;C.D.I. ROZASBASKET;70;VALLEKAS BASKET CDE;VALLEKAS BASKET;39;17/05/2026;20:30;Terminado;NO;I.E.S. JOSE GARCIA NIETO, PABELLON;CAMILO JOSE CELA, 24;Rozas de Madrid, Las;0;NO;368743;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;CLASIFICACION Y DESCENSO 4ª DIVISION;PUESTOS 33 AL 36;3;RECUERDO F.C.D.;RECUERDO S.A.D. C;39;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;67;23/05/2026;18:00;Terminado;NO;RECUERDO, COLEGIO (Descubierto);PLAZA DUQUE DE PASTRANA, 5;Madrid;40;SÍ;370749;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;CLASIFICACION;PUESTOS 17 AL 20;3;PENGUINS BASKETBALL C.D.E.;PENGUINS BASKETBALL CLUB;63;VALLEKAS BASKET CDE;VALLEKAS BASKET;57;24/05/2026;09:15;Terminado;SÍ;MORATALAZ, PDVO. MPAL.;VALDEBERNARDO, S/N;Madrid;0;NO;368745;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;CLASIFICACION;PUESTOS 33 AL 36;3;VALLEKAS BASKET CDE;VALLEKAS BASKET;44;ARCANGEL RAFAEL;ARCANGEL RAFAEL;45;24/05/2026;16:00;Terminado;NO;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;368835;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;CLASIFICACION Y DESCENSO;DESCENSO D2;4;VALLEKAS BASKET CDE;VALLEKAS BASKET;71;REVOLUTION C.D.E.;REVOLUTION;42;24/05/2026;19:00;Terminado;NO;WILFRED AGBONAVBARE, PABELLON;C/ REGUERA DE TOMATEROS, 39;Madrid;0;NO;367660;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;CLASIFICACION Y DESCENSO 4ª DIVISION;PUESTOS 33 AL 36;4;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;62;PARLA BASQUET C.D.E.;PARLA BASQUET RED;39;30/05/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;370751;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;CLASIFICACION;PUESTOS 17 AL 20;4;VALLEKAS BASKET CDE;VALLEKAS BASKET;60;ROZASBASKET C.D.I.;C.D.I. ROZASBASKET;55;31/05/2026;16:00;Terminado;NO;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;368747;
